city,state,date__,time__,shape,duration -- seconds,comments,date posted,latitude,longitude 
new york city (brooklyn),ny,2001-04-16,13:00:00,sphere,15.0,Sighting one&#44 1300 hrs.&#44 two white&#44 round objects spotted by me coming from the north/east turning to the east. Both objects identical,1/17/2004,40.7141667,-74.0063889
el sobrante,ca,2001-05-30,03:25:00,disk,300.0,My dog woke me up at 3:20 AM&#44 whining as though he had to go do his duty. It is extremely rare that he will wake me up. I got up&#44 let t,8/5/2001,37.9772222,-122.2941667
milford,ia,2001-09-21,20:45:00,rectangle,300.0,Large&#44 bright white lights appear in a straight line and then disappear,10/12/2001,43.3247222,-95.1497222
lansdale,pa,2001-09-12,00:30:00,teardrop,120.0,white teardrop,10/12/2001,40.2413889,-75.2841667
midway,ga,2001-06-25,23:00:00,other,180.0,DID ANYONE SEE THIS,8/5/2001,31.8055556,-81.4308333
east dover,vt,2001-03-19,19:10:00,light,45.0,small green light&#44 high altitude&#44 changing direction.,6/12/2002,42.9511111,-72.7694444
osceola (town of&#44 near long lake),wi,2001-07-21,22:35:00,sphere,10800.0,Two bright green objects moving wildly around an orange hazy sphere.,8/5/2001,45.3205556,-92.7047222
wilmington,de,2001-06-10,03:15:00,circle,10.0,Circular Shadow seen above Wilmington De on 6-10-01,8/5/2001,39.7458333,-75.5469444
keizer,or,2001-08-18,23:15:00,triangle,360.0,Watched 3 lights in a triangle formation travel slowly and silently west to east across the night sky.,9/6/2002,44.9902778,-123.025
new york city,ny,2001-09-11,12:00:00,sphere,120.0,UFO over New York City on September 11&#44 2001,3/19/2009,40.7141667,-74.0063889
frankford,de,2001-01-22,19:45:00,light,2400.0,Very very bright light.  ((NUFORC Note:  We will await further information.  Possible advertising light??  PD)),1/27/2005,38.5172222,-75.2352778
lancaster,oh,2001-08-13,22:31:00,light,30.0,Incredibly bright light&#44 faded in then out&#44 maybe super nova.,4/27/2007,39.7136111,-82.5994444
lowville,ny,2001-08-16,21:00:00,oval,180.0,Flash of Light,9/28/2002,43.7866667,-75.4922222
jamaica,ny,2001-01-19,22:30:00,unknown,420.0,My girlfriend and I were on our way to her gradnmother&#39s house and I saw something in the corner of my eye. So we stoped to get a bette,8/5/2001,40.6913889,-73.8061111
hanover,ma,2001-07-11,17:45:00,cylinder,8.0,Silvery trashcan shaped object with strange aura observed during rush hour traffic,8/5/2001,42.1130556,-70.8125
estes park,co,2001-08-26,20:30:00,flash,90.0,while sitting in a hot tub on a condo deck after dark my guest and I wanted to see who could spot a satalite in the night sky first. My,12/5/2001,40.3772222,-105.5211111
fulton,mo,2001-08-17,08:10:00,cigar,120.0,Silver cigar over Central Missouri,8/20/2001,38.8466667,-91.9477778
middletown,in,2001-04-19,04:30:00,triangle,1200.0,Orange hovering object branches off into a shooting star like object then disappears.,4/28/2001,40.0572222,-85.5372222
dublin,ca,2001-03-31,07:40:00,cigar,240.0,White&#44 cigar-shaped object flying over Dublin&#44 CA 7:40 am most mornings.,4/1/2001,37.7022222,-121.9347222
portland,or,2001-07-09,12:06:00,oval,727.0,I heard a helicopter which sounded like it was above my house&#44 I went outside to see and I looked at the helicopter&#44 it had a sheriff s,8/5/2001,45.5236111,-122.675
shippensburg,pa,2001-03-08,23:59:00,disk,15.0,Ship darted in front of me and friends&#44 took pictures&#44 then ship darted away into the darkness.,4/28/2001,40.0505556,-77.5205556
seattle (skyway area),wa,2001-03-13,23:50:00,fireball,15.0,After finishing a late even business meeting&#44 at the home of a friend&#44 myself and two (2) other associates&#44 were saying our final goodb,4/1/2001,47.6063889,-122.3308333
winslow,in,2001-05-20,22:15:00,triangle,900.0,Three pair of triangle-shaped objects with four lights alternating blinks appeared flying rapidly in the sky.,8/5/2001,38.3822222,-87.2127778
dalton,ma,2001-05-15,01:30:00,triangle,600.0,The object was silent but seemed to &quot;pulse&quot; across the sky.,4/25/2002,42.4736111,-73.1666667
palisades park,nj,2001-08-16,21:30:00,oval,300.0,It was oval shape with cap (full of white color lights).,8/20/2001,40.8480556,-73.9980556
bayonne,nj,2001-01-21,21:00:00,unknown,1800.0,Bright Light Over New Jersey,2/18/2001,40.6686111,-74.1147222
west warwick,ri,2001-01-17,23:22:00,circle,240.0,Large&#44 circular object with a ring of flashing red  and white lights zigzag in night sky.,2/18/2001,41.7,-71.4166667
laramie,wy,2001-10-28,21:00:00,fireball,35.0,I saw a bright very bright light apear in the sky it held possition for about 20 sec. than bolted off and disapeared the same thing hap,11/20/2001,41.3113889,-105.5905556
yorba linda,ca,2001-04-17,16:35:00,cone,120.0,Spinning cone shaped object over Yorba Linda California area.,4/28/2001,33.8886111,-117.8122222
lancaster,oh,2001-02-08,20:00:00,sphere,75.0,A Bright light in the shape of a sphere that moved southeast at a steady spead and appeared to have flames pulsating behind it.,2/24/2001,39.7136111,-82.5994444
browns mills,nj,2001-02-28,19:15:00,light,180.0,Object that moved in sky  couldn&#39t have been made in this world.,3/6/2001,39.9725,-74.5833333
sussex,nj,2001-05-06,19:30:00,changing,1800.0,Shiny orange objects seen in Sunset colored sky in New Jersey on May 6,8/5/2001,41.2097222,-74.6080556
englewood,co,2001-05-13,22:30:00,triangle,60.0,Formation of three silent lights traveling in a large perfectly unison traingle as if all apart of one single object,8/5/2001,39.6477778,-104.9872222
rockford,il,2001-01-11,21:00:00,sphere,1200.0,24 total golden colored&#44 orbed lights in configurations similar to the big dipper moving slowly from NW to East,2/18/2001,42.2711111,-89.0938889
chicago (downtown&#44 on l. michigan),il,2001-10-14,03:30:00,other,900.0,Brightly lit&#44 digital-moving flying fish-shaped object with a crest of white-yellow fire emitting from its tail.,5/24/2005,41.85,-87.65
milwaukee,wi,2001-03-13,23:00:00,circle,1200.0,Very loud noise and bright light,4/28/2001,43.0388889,-87.9063889
poughquag,ny,2001-09-29,22:00:00,unknown,3600.0,red&#44 green and white (or yellow) flashing lights on a silent&#44 stationary object in the east/northeast sky,10/12/2001,41.6088889,-73.6822222
los angeles,ca,2001-04-17,16:00:00,sphere,20.0,Green tennis ball-like object above Los Angeles Airport.,8/5/2001,34.0522222,-118.2427778
louisville,ky,2001-05-22,23:30:00,diamond,600.0,very unusal  enough to make you really think  enough to make me report this anyway,8/5/2001,38.2541667,-85.7594444
east killingly,ct,2001-08-29,22:30:00,cigar,300.0,Streaming lights moving above trees.,10/12/2001,41.8491667,-71.8191667
los angeles (westwood),ca,2001-04-29,19:30:00,chevron,30.0,Chevron shaped flying object with round lights...,8/5/2001,34.0522222,-118.2427778
federal way,wa,2001-10-05,07:05:00,fireball,600.0,A ball of fire with a tail movng from north to south in the western ski,10/12/2001,47.3225,-122.3113889
brea,ca,2001-05-13,02:45:00,circle,60.0,CIRCULAR DISK OVER BREA IN ORANGE COUNTY,8/5/2001,33.9166667,-117.8991667
vail,co,2001-08-17,20:30:00,unknown,5.0,Sky illuminated with colours in Vail&#44 CO&#44 Friday&#44 Aug 17&#44 2001.,10/12/2001,39.6402778,-106.3736111
owings mills,md,2001-04-20,02:30:00,flash,7.0,a stationary object appeared in the sky for 10 seconds and its brightness increased over this time and disappeard w/ a trail of light.,8/5/2001,39.4194444,-76.7805556
goshen,oh,2001-12-01,22:30:00,unknown,1800.0,Dark object flying around sky.,12/5/2001,39.2333333,-84.1613889
jersey city,nj,2001-07-15,00:30:00,light,600.0,I noticed a bright light(3) from my window-it was moving in a not as fast as a typical plane(prop).It was huge because I wair -7.oo con,8/5/2001,40.7280556,-74.0780556
clark,wy,2001-11-15,21:10:00,light,600.0,I have been seeing a bright light for years in the same area of sky&#44 it is brighter than a plane slower than a plane it lasts about 10,11/20/2001,44.8994444,-109.1502778
grants pass,or,2001-07-11,23:00:00,teardrop,30.0,large tear shape object flying north to south,8/5/2001,42.4391667,-123.3272222
warner robins,ga,2001-05-16,22:14:00,circle,120.0,I have never seen anything like this before,8/5/2001,32.6208333,-83.6
plymouth,wi,2001-10-16,20:30:00,triangle,300.0,A very large&#44 quiet&#44 moving&#44 object  with dim lit star like lights that formed a triangle like shape.,11/20/2001,43.7486111,-87.9769444
prospect park,pa,2001-01-25,02:30:00,light,1800.0,Ball of flashing&#44 sparkling multicolored light,7/1/2002,39.8877778,-75.3086111
rockford,il,2001-01-11,21:03:00,light,1500.0,Red balls of light that change to green before they disappeared,2/18/2001,42.2711111,-89.0938889
miller place,ny,2001-04-05,04:30:00,disk,120.0,ORANGE GLOWING DISK THAT BECAME LARGER AND BRIGHTER AS IT DESCENDED,8/5/2001,40.9597222,-72.9966667
independence,mo,2001-10-31,20:30:00,light,3.0,orange and blue streak of light going from east to west very low. if it was a meteorite it was very low and very bright. and 8:30 pm wa,11/20/2001,39.0911111,-94.4152778
ada,ok,2001-01-05,17:20:00,fireball,360.0,While driving home in the evening I saw four objects I can&#39t easily explain away moving fast in the western sky and then were gone.,2/18/2001,34.7744444,-96.6780556
burlington,nj,2001-08-28,21:10:00,changing,300.0,A shape shifting UFO,10/12/2001,40.0711111,-74.8652778
las vegas,nv,2001-06-09,22:00:00,unknown,300.0,It was making maneuvers that would be impossible for any known aircraft to make and would have killed any person inside the aircraft,9/28/2002,36.175,-115.1363889
ruidoso (bonita lake),nm,2001-07-12,02:30:00,flash,10.0,Flash of Light&#44 followed by a orange fireball,8/5/2001,33.3316667,-105.6725
wheaton,il,2001-08-04,16:00:00,circle,120.0,white/silver circle at first stationary&#44 then rising in altitude rapidly until no longer visible,8/12/2001,41.8661111,-88.1069444
newtown,ct,2001-09-05,23:20:00,unknown,60.0,Sighting over Southern Newtown&#44 CT,10/12/2001,41.4138889,-73.3038889
old orchard beach,me,2001-06-01,22:00:00,oval,1800.0,A glowing oval-shaped object with a ring around it with pulsating lights,8/5/2001,43.5172222,-70.3780556
kahului,hi,2001-11-18,02:00:00,disk,7200.0,Sighting of object during meteor shower  ((NUFORC Note:  Possible sighting of twinkling star?  PD)),7/8/2004,20.8947222,-156.47
gaylord,mi,2001-04-14,22:15:00,oval,3.0,Set of three and set of four &#39lights&#39 shotting east to west quickly&#44 no sound.,4/28/2001,45.0275,-84.6747222
wilmington,nc,2001-06-03,03:30:00,fireball,5.0,firey blue ball,8/5/2001,34.2255556,-77.945
ventura,ca,2001-08-19,11:00:00,rectangle,10.0,Long white rectangular object seen over Ventura&#44 CA.,10/12/2001,34.2783333,-119.2922222
seattle,wa,2001-02-24,22:30:00,chevron,180.0,((NUFORC Note:  Cryptic report of a &quot;chevron.&quot;  No other details provided.  PD)),4/1/2001,47.6063889,-122.3308333
reidsville,nc,2001-04-20,01:30:00,cigar,1200.0,Reidsville Prom Sighting,8/5/2001,36.3547222,-79.6647222
moses lake,wa,2001-04-20,12:00:00,triangle,600.0,I wasn&#39t a believer... but obviously the gov&#39t hides this stuff with a bunch of media&#44 otherwise: public panic&#33,9/2/2005,47.1302778,-119.2769444
mira loma,ca,2001-02-05,15:30:00,formation,1200.0,40+Lights seen in daylight with spiral formation of 25+ lights over Mira Loma&#44California(Ontario&#44CA),2/18/2001,33.9925,-117.5155556
san pablo,ca,2001-07-01,02:45:00,circle,2.0,bright moon sized object appeared to be over hills in Marin county as seen from Contra Costa County&#44 Ca,8/5/2001,37.9622222,-122.3444444
beeville,tx,2001-01-04,06:00:00,flash,5.0,A star turned very bright and then fade away in the southern early mourning sky.,2/18/2001,28.4005556,-97.7480556
meridian,tx,2001-04-14,00:30:00,fireball,120.0,bright light flash then a fireball flying across the sky low to the ground,4/28/2001,31.9230556,-97.6563889
des moines,ia,2001-12-15,20:00:00,triangle,240.0,I was driving to the store and when I turned onto county line road&#44 I saw a huge triangle shape /_\ just like that&#44&#44 In the middle ther,2/22/2002,41.6005556,-93.6088889
middleboro,ma,2001-09-20,23:00:00,rectangle,60.0,enormous rectangular extremely low-flying silent craft with visible panels moving at est. 30mph,12/12/2009,41.8930556,-70.9116667
hillsboro,or,2001-08-02,23:21:00,oval,180.0,Orange satillite enlarges 5 times its size as it flairs to white-blue&#44 then back to original size and color .,8/5/2001,45.5230556,-122.9886111
north whitefield,me,2001-01-01,19:00:00,light,109800.0,I have seen this craft for years and would like to know what it is please.,1/3/2001,44.2219444,-69.5877778
laughlin,nv,2001-08-25,20:45:00,unknown,15.0,Swarm of orange lights over Laughlin&#44 NV,10/12/2001,35.1677778,-114.5722222
prescott,az,2001-08-17,21:15:00,light,180.0,Erratic starlike  objects &quot;dancing&quot; in the sky,8/20/2001,34.54,-112.4677778
azle,tx,2001-06-12,03:00:00,light,2.0,Amber Light Vanishing,8/5/2001,32.895,-97.5455556
renton,wa,2001-08-24,21:00:00,fireball,1.0,Saw a Fireball at 9:00 pm sharp north of Sea-Tac Airport.,10/12/2001,47.4830556,-122.2158333
silver city,nm,2001-12-01,21:15:00,triangle,60.0,Trangular shaped translucent object with lights,12/5/2001,32.77,-108.2797222
vernon hills,il,2001-07-09,22:45:00,circle,180.0,Mysterious light dashes accross the sky,8/5/2001,42.2194444,-87.9794444
san mateo,ca,2001-12-03,19:00:00,sphere,300.0,A spherical craft shot into the air from a large patch of intensely bright light.,1/11/2002,37.5630556,-122.3244444
poughquag,ny,2001-01-20,09:53:00,circle,300.0,Fast moving saucer like object over Dutchess County.,2/18/2001,41.6088889,-73.6822222
martinez,ca,2001-08-27,04:45:00,light,5400.0,Seen colorfull&#44 unusual moving star near the earths atmosphere.,10/12/2001,38.0194444,-122.1330556
raleigh,nc,2001-02-07,19:30:00,light,1049.0,it was a bright and hazy light that changed colors,2/18/2001,35.7719444,-78.6388889
arroyo grande,ca,2001-08-20,20:00:00,light,900.0,lights in the sky.,10/12/2001,35.1186111,-120.5897222
apex,nc,2001-05-25,02:00:00,circle,30.0,Early morning&#44 house filled with light&#44 and there it was above me...,2/14/2006,35.7325,-78.8505556
bath,il,2001-11-06,21:15:00,disk,3600.0,5 minute video of ufo siting showing shape and lights,11/20/2001,40.1933333,-90.1408333
new brunswick,nj,2001-04-07,20:21:00,disk,120.0,4 blue flying objects hovered in the sky for two minutes&#44 sudden reverse of flying direction during flight.,4/28/2001,40.4861111,-74.4522222
san jose,ca,2001-03-26,13:00:00,disk,300.0,Small disc hovers over our backyard.,12/12/2009,37.3394444,-121.8938889
salem,or,2001-08-02,02:00:00,light,300.0,red light in southern sky,8/5/2001,44.9430556,-123.0338889
choctaw,ok,2001-08-29,22:00:00,oval,15.0,LARGE OVAL CRAFT WITH HUGE BRIGHT LIGHTS NEAR  A AFB QUIET LOSE OF POWER AFTER WARD,11/20/2001,35.4975,-97.2686111
bothell,wa,2001-12-23,21:25:00,cone,1020.0,Seemed to fade into sky&#44 and left the same way&#44 slowly fading out.,1/11/2002,47.7625,-122.2041667
independence,ks,2001-01-30,22:00:00,light,1800.0,Giant white &#39Sparkler&#39 wedged in tree during snowstorm,4/27/2007,37.2241667,-95.7080556
san jose,ca,2001-06-13,01:45:00,light,5.0,Blue-green tube-like light descending in 60 degree angle from left to right&#44 in S.F. Bay Area&#44 Calif. June 13&#44 2001&#44 1:45 am,8/5/2001,37.3394444,-121.8938889
tampa,fl,2001-11-18,01:30:00,sphere,30.0,Lightless&#44soundless sphere glides over tampa&#44 1:30 Sunday morning&#44 Nov 18.,11/20/2001,27.9472222,-82.4586111
sulphur,ok,2001-11-10,21:35:00,circle,120.0,Small&#44 round&#44 white light floated in all directions&#44 increased speed toward NW&#44 now appeared to have lights on it like an airplane,11/20/2001,34.5077778,-96.9680556
ribolt,ky,2001-11-15,17:55:00,other,5.0,Several steady bright orange lights that appeared in succession forming a semi-circle before blinking out all at once.,11/20/2001,38.575,-83.5197222
pahrump,nv,2001-04-01,21:00:00,light,600.0,possible explanation for strange sights around Nellis AFB 3/30/01,4/28/2001,36.2083333,-115.9830556
avon,ny,2001-10-21,22:00:00,fireball,2.0,Neon Green Glow,9/6/2002,42.9119444,-77.7458333
olympia,wa,2001-06-07,04:00:00,light,2700.0,Electric Ball Rises Slowly Above Olympia,8/5/2001,47.0380556,-122.8994444
fort lauderdale,fl,2001-02-05,11:00:00,triangle,20.0,Small triangular objects seen near i-595 in fort lauderdale floating.,2/18/2001,26.1219444,-80.1436111
berne,ny,2001-09-13,22:00:00,light,180.0,Bright blue-white light hovers then soars OUT of atmosphere 2 days after 9/11 when planes  were grounded,3/19/2009,42.6252778,-74.1338889
