;Region,Year,;Trigger,;Weak Layer,Depth_inches,Elevation_feet,Vertical_inches,Coordinates,Month,;Aspect,Day
Salt Lake,2013,Skier,Density Change,6,9500.0,480.0,"40.638119000000, -111.570969000000",12,North,5
Salt Lake,2013,Skier,Density Change,8,10400.0,2100.0,"40.578238000000, -111.597962000000",12,Northeast,5
Salt Lake,2013,Skier,Density Change,6,10000.0,4800.0,"40.694167000000, -111.877213000000",12,Northwest,7
Salt Lake,2013,Skier,Density Change,6,10000.0,3000.0,"40.595382000000, -111.651779000000",12,Southeast,7
Salt Lake,2013,Natural,Unknown,8,10100.0,5400.0,"40.666442000000, -111.682656000000",12,Northeast,7
Salt Lake,2013,Skier,Depth Hoar,24,9900.0,2400.0,"40.600431000000, -111.618218000000",12,Northwest,8
Salt Lake,2013,Snowboarder,Facets,36,10000.0,1800.0,"40.599161000000, -111.623197000000",12,Northwest,8
Moab,2013,Natural,New Snow/Old Snow Interface,30,11900.0,7200.0,"38.444040000000, -109.241249000000",12,Northwest,7
Moab,2013,Natural,New Snow/Old Snow Interface,30,11900.0,5400.0,"38.443946000000, -109.248425000000",12,Northeast,7
Moab,2013,Natural,New Snow/Old Snow Interface,36,12000.0,7200.0,"38.441432000000, -109.261385000000",12,Northeast,7
Salt Lake,2013,Skier,Facets,18,9900.0,4800.0,"40.553290000000, -111.670682000000",12,West,8
Salt Lake,2013,Skier,New Snow/Old Snow Interface,15,10100.0,4800.0,"40.600040000000, -111.636372000000",12,North,8
Salt Lake,2013,Skier,Facets,24,9200.0,1200.0,"40.594924000000, -111.621759000000",12,North,9
Salt Lake,2013,Unknown,New Snow/Old Snow Interface,12,9800.0,2400.0,"40.582997000000, -111.587620000000",12,Northeast,8
Salt Lake,2013,Natural,New Snow/Old Snow Interface,13,10400.0,1800.0,"40.572859000000, -111.591353000000",12,East,8
Salt Lake,2013,Skier,Facets,2,10000.0,3600.0,"40.599093000000, -111.628561000000",12,Northeast,9
Uintas,2013,Natural,Facets,30,10500.0,3600.0,"40.683860000000, -110.892177000000",12,North,9
Uintas,2013,Snowmobiler,Facets,24,10300.0,3000.0,"40.826995000000, -110.960627000000",12,Northeast,8
Uintas,2013,Natural,Depth Hoar,30,10600.0,3600.0,"40.375504000000, -111.174431000000",12,Southeast,9
Uintas,2013,Skier,Facets,24,10100.0,1500.0,"40.382214000000, -111.173487000000",12,Northeast,11
Salt Lake,2013,Skier,Facets,12,9800.0,1200.0,"40.601635000000, -111.607468000000",12,Northwest,14
Uintas,2013,Snowmobiler,Depth Hoar,30,9800.0,2400.0,"40.871274000000, -110.970154000000",12,Northeast,15
Salt Lake,2013,Skier,Facets,12,10000.0,6000.0,"40.599519000000, -111.623068000000",12,Northwest,19
Salt Lake,2013,Skier,Unknown,24,9700.0,1200.0,"40.592903000000, -111.618283000000",12,North,21
Uintas,2013,Skier,Facets,30,10300.0,1200.0,"40.819331000000, -110.916595000000",12,Northeast,21
Uintas,2013,Snowmobiler,Facets,60,9700.0,1500.0,"40.411600000000, -111.206700000000",12,North,20
Uintas,2013,Natural,Facets,24,9400.0,1800.0,"40.744233000000, -111.120572000000",12,East,22
Logan,2013,Natural,Facets,24,9000.0,3000.0,"41.968860000000, -111.649230000000",12,North,24
Uintas,2013,Snowmobiler,Facets,36,10300.0,2400.0,"40.839000000000, -111.005000000000",12,Northeast,24
Logan,2013,Natural,Facets,36,9600.0,9600.0,"41.895140000000, -111.667310000000",12,Northeast,24
Salt Lake,2013,Skier,Facets,18,10000.0,7200.0,"40.602581000000, -111.633067000000",12,Northwest,25
Provo,2013,Natural,Depth Hoar,20,10600.0,18000.0,"40.313492000000, -111.583543000000",12,East,19
Provo,2013,Natural,Depth Hoar,20,10400.0,8400.0,"40.288720000000, -111.579916000000",12,Northeast,19
Skyline,2013,Natural,New Snow,24,9800.0,960.0,"39.615750000000, -111.293843000000",12,Northeast,21
Uintas,2013,Snowmobiler,Facets,48,10300.0,7200.0,"40.832125000000, -110.960026000000",12,Northeast,27
Uintas,2013,Snowmobiler,Facets,30,10000.0,960.0,"40.870787000000, -110.970025000000",12,Northeast,27
Uintas,2013,Snowmobiler,Depth Hoar,36,9900.0,4800.0,"40.810910000000, -110.961690000000",12,Northeast,25
Salt Lake,2014,Natural,Facets,12,9000.0,600.0,"40.664406000000, -111.642825000000",1,East,9
Provo,2014,Skier,Facets,18,9100.0,24000.0,"40.297738000000, -111.537344000000",1,East,11
SE Idaho,2014,Snowmobiler,Depth Hoar,48,9200.0,7200.0,"42.090040000000, -111.577100000000",1,East,11
Logan,2014,Natural,Facets,48,9500.0,8400.0,"41.730522000000, -111.726288000000",1,East,11
Salt Lake,2014,Skier,Depth Hoar,42,8900.0,3600.0,"40.618081000000, -111.694607000000",1,Northeast,12
Logan,2014,Natural,Facets,12,6800.0,720.0,"41.947234000000, -111.542130000000",1,West,12
Uintas,2014,Skier,Facets,36,9400.0,9600.0,"40.727000000000, -111.125000000000",1,East,12
Moab,2014,Skier,Facets,6,10900.0,6000.0,"38.474781000000, -109.228671000000",1,East,12
Moab,2014,Natural,New Snow,10,11200.0,4800.0,"38.450624000000, -109.262702000000",1,Northeast,10
Logan,2014,Skier,Facets,48,8700.0,1800.0,"41.918654000000, -111.631565000000",1,East,13
Logan,2014,Snowmobiler,Depth Hoar,48,9600.0,9600.0,"41.710880000000, -111.716720000000",1,East,13
Logan,2014,Natural,Facets,36,9300.0,8400.0,"41.715127000000, -111.704328000000",1,East,13
Logan,2014,Snowmobiler,Facets,36,8900.0,10800.0,"41.698242000000, -111.693814000000",1,East,13
Logan,2014,Snowmobiler,Facets,36,8800.0,4800.0,"41.696287000000, -111.693385000000",1,East,13
Ogden,2014,Snowmobiler,Facets,48,10000.0,3600.0,"40.964863000000, -111.803741000000",1,East,14
Uintas,2014,Natural,Depth Hoar,48,10400.0,12000.0,"40.845028000000, -111.109715000000",1,Northeast,13
Uintas,2014,Natural,Facets,42,11900.0,9600.0,"40.762081000000, -110.855827000000",1,East,13
Uintas,2014,Natural,Ground Interface,60,10500.0,15000.0,"40.828443000000, -111.093943000000",1,East,13
Uintas,2014,Explosive,Facets,120,10300.0,15000.0,"40.833611000000, -111.074030000000",1,East,15
Skyline,2014,Natural,Facets,24,10800.0,7200.0,"39.374959000000, -111.423705000000",1,East,12
Skyline,2014,Snowmobiler,Facets,48,10400.0,2400.0,"39.297953000000, -111.472499000000",1,Northeast,13
Logan,2014,Unknown,Facets,36,9200.0,8400.0,"41.889068000000, -111.652937000000",1,East,13
Logan,2014,Natural,Facets,36,8300.0,2100.0,"41.896549000000, -111.646056000000",1,East,13
Uintas,2014,Natural,Depth Hoar,54,10400.0,9600.0,"40.831086000000, -110.960369000000",1,East,13
Skyline,2014,Natural,Facets,24,10100.0,4800.0,"39.530175000000, -111.306696000000",1,North,12
Skyline,2014,Natural,Facets,48,9800.0,3000.0,"39.616001000000, -111.293907000000",1,East,12
Salt Lake,2014,Snowmobiler,Facets,36,9600.0,1200.0,"40.631640000000, -111.562343000000",1,Southeast,18
SE Idaho,2014,Snowmobiler,Facets,48,9000.0,12000.0,"42.144871000000, -111.576633000000",1,East,17
SE Idaho,2014,Natural,Facets,30,8700.0,6000.0,"42.010972000000, -111.548939000000",1,East,13
Uintas,2014,Natural,Ground Interface,30,10000.0,7200.0,"40.255267000000, -111.091690000000",1,East,14
Salt Lake,2014,Natural,Facets,42,9800.0,9600.0,"40.660326000000, -111.704929000000",1,Northeast,20
Uintas,2014,Snowmobiler,Ground Interface,48,10200.0,2400.0,"40.392314000000, -111.180289000000",1,Northeast,18
Uintas,2014,Natural,Depth Hoar,48,10600.0,9600.0,"40.839681000000, -111.109071000000",1,Northeast,15
Uintas,2014,Snowmobiler,Ground Interface,30,9600.0,960.0,"40.478222000000, -111.114628000000",1,Northeast,18
Uintas,2014,Natural,Facets,30,1348.2153664814,44843.8092630833,"40.953378000000, -111.509857000000",1,East,17
Uintas,2014,Snowmobiler,Depth Hoar,144,10500.0,9600.0,"40.828164000000, -110.960498000000",1,East,20
Uintas,2014,Snowmobiler,Depth Hoar,48,10800.0,7200.0,"40.843230000000, -111.020279000000",1,East,20
Uintas,2014,Snowmobiler,Depth Hoar,24,10000.0,2100.0,"40.873935000000, -110.973930000000",1,Northeast,20
Skyline,2014,Natural,Facets,60,9600.0,1800.0,"39.608894000000, -111.292362000000",1,Northeast,22
Uintas,2014,Snowmobiler,Depth Hoar,96,10900.0,9600.0,"40.807508000000, -110.954318000000",1,East,20
Salt Lake,2014,Natural,Facets,16,10200.0,10800.0,"40.670971000000, -111.682227000000",1,East,11
Salt Lake,2014,Unknown,Unknown,24,10100.0,3000.0,"40.579965000000, -111.591954000000",1,Northwest,12
Salt Lake,2014,Skier,Facets,11,9200.0,8400.0,"40.635040000000, -111.563585000000",1,Northeast,30
Salt Lake,2014,Skier,Facets,12,9300.0,1200.0,"40.606641000000, -111.641241000000",1,East,30
Logan,2014,Natural,Ground Interface,12,7000.0,8400.0,"41.822267000000, -111.613770000000",1,Northwest,30
Salt Lake,2014,Skier,Density Change,10,9700.0,4200.0,"40.597054000000, -111.627038000000",1,South,31
Salt Lake,2014,Skier,New Snow/Old Snow Interface,8,9000.0,3600.0,"40.684620000000, -111.600151000000",1,East,31
Uintas,2014,Natural,New Snow/Old Snow Interface,12,9600.0,1500.0,"40.852754000000, -111.101561000000",1,Northeast,30
Provo,2014,Natural,New Snow,10,10000.0,4800.0,"40.369872000000, -111.615150000000",2,Northeast,1
Salt Lake,2014,Skier,Unknown,10,10700.0,1800.0,"40.594012000000, -111.671305000000",2,Northeast,6
Salt Lake,2014,Skier,Unknown,6,10300.0,2400.0,"40.543399000000, -111.686790000000",2,Northeast,5
Salt Lake,2014,Skier,New Snow/Old Snow Interface,24,9500.0,7200.0,"40.666442000000, -111.603976000000",2,East,8
Provo,2014,Snowshoer,New Snow/Old Snow Interface,18,6400.0,1500.0,"40.482366000000, -111.648088000000",2,Northeast,8
Salt Lake,2014,Skier,New Snow/Old Snow Interface,14,8100.0,1200.0,"40.728462000000, -111.614656000000",2,Northeast,8
Skyline,2014,Natural,Facets,36,9400.0,9600.0,"39.631961000000, -111.247151000000",2,North,8
Salt Lake,2014,Natural,New Snow/Old Snow Interface,8,7800.0,1200.0,"40.631346000000, -111.654289000000",2,West,8
Moab,2014,Natural,Surface Hoar,24,10500.0,1200.0,"38.461184000000, -109.270277000000",2,Northeast,4
Salt Lake,2014,Skier,New Snow/Old Snow Interface,24,8500.0,9600.0,"40.844983000000, -111.736450000000",2,North,8
Skyline,2014,Snowmobiler,Facets,48,9600.0,2100.0,"39.585986000000, -111.270003000000",2,Northeast,9
Salt Lake,2014,Skier,Facets,24,9000.0,1800.0,"40.666025000000, -111.594894000000",2,East,9
Skyline,2014,Natural,New Snow/Old Snow Interface,36,8700.0,1200.0,"39.684170000000, -111.203763000000",2,North,10
Salt Lake,2014,Snowboarder,Density Change,6,10200.0,480.0,"40.597271000000, -111.610923000000",2,Southwest,10
Salt Lake,2014,Skier,Depth Hoar,72,9900.0,12000.0,"40.638522000000, -111.576458000000",2,Northeast,10
Salt Lake,2014,Skier,Density Change,12,10000.0,600.0,"40.596427000000, -111.611754000000",2,Southwest,10
Salt Lake,2014,Natural,Graupel,16,9600.0,3600.0,"40.672133000000, -111.626630000000",2,Northeast,9
Salt Lake,2014,Snowboarder,Depth Hoar,48,9600.0,960.0,"40.587331000000, -111.592169000000",2,Northeast,11
Logan,2014,Snowmobiler,Depth Hoar,36,8600.0,3000.0,"41.681860000000, -111.714550000000",2,North,11
Uintas,2014,Natural,Ground Interface,30,8400.0,3000.0,"40.511408000000, -111.073151000000",2,East,11
Uintas,2014,Snowmobiler,Depth Hoar,54,10500.0,7200.0,"40.379267000000, -111.174388000000",2,Northeast,11
Salt Lake,2014,Skier,Depth Hoar,48,9500.0,12000.0,"40.617992000000, -111.696196000000",2,Northeast,11
Ogden,2014,Unknown,Depth Hoar,48,7800.0,960.0,"41.374586000000, -111.942594000000",2,North,9
Salt Lake,2014,Snowmobiler,Facets,48,9800.0,4800.0,"40.593393000000, -111.543674000000",2,Northeast,11
Uintas,2014,Natural,New Snow/Old Snow Interface,36,9300.0,8400.0,"40.817155000000, -111.262622000000",2,North,10
Salt Lake,2014,Skier,Facets,36,9600.0,600.0,"40.587819000000, -111.592727000000",2,East,12
Uintas,2014,Natural,Depth Hoar,36,10600.0,5400.0,"40.766346000000, -111.006546000000",2,Southwest,10
Uintas,2014,Natural,Ground Interface,48,10400.0,4200.0,"40.758024000000, -111.001053000000",2,Northeast,11
Uintas,2014,Natural,Depth Hoar,48,10000.0,4200.0,"40.421521000000, -111.130486000000",2,Northeast,10
Provo,2014,Snowmobiler,Facets,12,8400.0,600.0,"39.862771000000, -111.690445000000",2,Northeast,13
Uintas,2014,Natural,Ground Interface,120,10400.0,8400.0,"40.790264000000, -111.038132000000",2,Northeast,13
Logan,2014,Snowmobiler,Facets,12,6700.0,1800.0,"41.689100000000, -111.743460000000",2,West,11
Salt Lake,2014,Natural,Facets,48,10000.0,4800.0,"40.601083000000, -111.642423000000",2,Northeast,14
Salt Lake,2014,Natural,Facets,24,10000.0,7200.0,"40.625968000000, -111.566870000000",2,Northeast,13
Salt Lake,2014,Natural,Facets,42,9800.0,12000.0,"40.607844000000, -111.615686000000",2,North,14
Salt Lake,2014,Snowboarder,Depth Hoar,36,9800.0,12000.0,"40.642419000000, -111.576376000000",2,Northeast,14
Salt Lake,2014,Natural,Depth Hoar,6,10500.0,7200.0,"40.588537000000, -111.608262000000",2,Northeast,14
Salt Lake,2014,Snowboarder,Depth Hoar,48,10000.0,9600.0,"40.592861000000, -111.608133000000",2,East,15
Provo,2014,Natural,Density Change,24,10100.0,42000.0,"39.980098000000, -111.612167000000",2,West,14
Salt Lake,2014,Natural,New Snow/Old Snow Interface,24,10000.0,1200.0,"40.652162000000, -111.593199000000",2,Northeast,15
Skyline,2014,Snowmobiler,Depth Hoar,60,9900.0,4800.0,"39.593519000000, -111.296094000000",2,Northeast,15
Logan,2014,Unknown,Depth Hoar,30,7000.0,2400.0,"41.957129000000, -111.542816000000",2,East,15
Salt Lake,2014,Unknown,New Snow/Old Snow Interface,8,9500.0,9600.0,"40.599000000000, -111.642000000000",2,Southeast,15
Abajos,2014,Natural,Facets,36,10200.0,12000.0,"37.869893000000, -109.463353000000",2,Northeast,9
Moab,2014,Natural,New Snow/Old Snow Interface,24,11300.0,12000.0,"38.459743000000, -109.247789000000",2,Northeast,8
Uintas,2014,Explosive,Ground Interface,84,10400.0,18000.0,"40.787144000000, -111.075211000000",2,Northeast,15
Moab,2014,Natural,Facets,36,10000.0,4800.0,"38.463857000000, -109.273667000000",2,North,10
Provo,2014,Natural,Facets,48,8000.0,24000.0,"40.368375000000, -111.591180000000",2,Northeast,16
Ogden,2014,Natural,Depth Hoar,36,9000.0,1800.0,"41.393037000000, -111.797819000000",2,Northeast,13
Provo,2014,Natural,Facets,36,9400.0,600.0,"39.861658000000, -111.688428000000",2,Northeast,16
Uintas,2014,Natural,Ground Interface,72,10600.0,6000.0,"40.841191000000, -111.013412000000",2,Northeast,16
Uintas,2014,Natural,Ground Interface,48,10400.0,4800.0,"40.840152000000, -111.084824000000",2,Northeast,16
Uintas,2014,Natural,Ground Interface,36,9800.0,1200.0,"40.982153000000, -111.236229000000",2,Northeast,17
Logan,2014,Natural,Facets,17,6400.0,4800.0,"41.815850000000, -111.603928000000",2,Northeast,15
Provo,2014,Natural,Facets,36,7500.0,720.0,"40.271052000000, -111.359074000000",2,Northwest,14
Logan,2014,Unknown,Depth Hoar,48,9400.0,6000.0,"41.710598000000, -111.712074000000",2,Northeast,15
Uintas,2014,Natural,Ground Interface,144,10400.0,18000.0,"40.823527000000, -111.104050000000",2,Northeast,18
Provo,2014,Unknown,New Snow/Old Snow Interface,16,8900.0,4800.0,"39.890688000000, -111.690273000000",2,Northeast,19
Uintas,2014,Skier,Facets,36,10400.0,7200.0,"40.849502000000, -111.058731000000",2,Northeast,21
Logan,2014,Natural,New Snow/Old Snow Interface,18,9200.0,3600.0,"41.915252000000, -111.653366000000",2,East,24
Uintas,2014,Natural,Ground Interface,144,10600.0,4800.0,"40.840152000000, -111.086197000000",2,Northeast,22
Uintas,2014,Snowmobiler,Facets,36,10600.0,2100.0,"40.860475000000, -110.731201000000",2,East,23
Uintas,2014,Natural,Facets,48,10800.0,7200.0,"40.868267000000, -110.705109000000",2,Southeast,25
Salt Lake,2014,Skier,Density Change,4,9400.0,4800.0,"40.592839000000, -111.620150000000",2,West,27
Salt Lake,2014,Unknown,Unknown,54,9700.0,3600.0,"40.657093000000, -111.603198000000",2,Northeast,21
Salt Lake,2014,Skier,Density Change,12,9700.0,3600.0,"40.595739000000, -111.640642000000",2,Southeast,28
Salt Lake,2014,Snowboarder,Density Change,12,10300.0,2400.0,"40.591222000000, -111.558867000000",2,Northeast,28
Salt Lake,2014,Snowboarder,New Snow,14,9900.0,15000.0,"40.592611000000, -111.560583000000",2,Northeast,28
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12,960.7726003553,104931.1376917685,"40.558613000000, -111.692591000000",2,Northeast,28
Salt Lake,2014,Snowboarder,New Snow,14,10600.0,9600.0,"40.591307000000, -111.560154000000",2,Northeast,28
Salt Lake,2014,Natural,New Snow/Old Snow Interface,15,10000.0,6000.0,"40.624637000000, -111.667786000000",2,East,28
Logan,2014,Skier,Facets,36,8100.0,600.0,"41.959628000000, -111.601921000000",3,Northeast,1
Salt Lake,2014,Skier,Density Change,16,9700.0,2400.0,"40.592674000000, -111.616560000000",3,North,1
Salt Lake,2014,Natural,Facets,72,10600.0,10800.0,"40.540738000000, -111.669395000000",3,North,1
Moab,2014,Natural,New Snow/Old Snow Interface,18,11000.0,3600.0,"38.459705000000, -109.248219000000",3,Northeast,1
Salt Lake,2014,Natural,Depth Hoar,42,9900.0,6000.0,"40.602731000000, -111.648772000000",3,West,1
Uintas,2014,Natural,Ground Interface,120,10600.0,12000.0,"40.837814000000, -111.088943000000",3,Northeast,1
Uintas,2014,Skier,Ground Interface,36,10000.0,10800.0,"40.818330000000, -111.097183000000",3,Southwest,2
Uintas,2014,Natural,Depth Hoar,36,10600.0,2400.0,"40.832879000000, -111.090317000000",3,Northeast,1
Uintas,2014,Natural,Depth Hoar,36,10500.0,5400.0,"40.813809000000, -110.954361000000",3,North,1
Moab,2014,Natural,Facets,48,11200.0,12000.0,"38.459885000000, -109.248090000000",3,Northeast,1
Provo,2014,Skier,Facets,36,10000.0,12000.0,"40.497567000000, -111.697977000000",3,North,7
Provo,2014,Natural,Facets,72,10000.0,12000.0,"40.492436000000, -111.704028000000",3,Northeast,1
Salt Lake,2014,Skier,Unknown,6,10500.0,4800.0,"40.592722000000, -111.663022000000",3,Northeast,8
Salt Lake,2014,Skier,New Snow,6,9200.0,2400.0,"40.593807000000, -111.643753000000",3,Southeast,12
Logan,2014,Snowboarder,New Snow,10,8800.0,3600.0,"41.886459000000, -111.646392000000",3,North,12
Salt Lake,2014,Skier,New Snow/Old Snow Interface,8,9900.0,1800.0,"40.545428000000, -111.684357000000",3,North,15
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12,10400.0,3000.0,"40.589792000000, -111.607833000000",3,East,27
Salt Lake,2014,Skier,Facets,10,10200.0,1200.0,"40.581492000000, -111.589658000000",3,North,27
Salt Lake,2014,Skier,New Snow/Old Snow Interface,22,10400.0,2400.0,"40.601295000000, -111.669482000000",3,Northwest,28
Salt Lake,2014,Natural,Unknown,10,10500.0,5400.0,"40.543228000000, -111.682870000000",3,Northeast,27
Salt Lake,2014,Skier,Graupel,18,9700.0,4800.0,"40.654886000000, -111.607352000000",3,Unknown,28
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12,10300.0,2400.0,"40.541691000000, -111.682503000000",3,North,29
Salt Lake,2014,Skier,New Snow/Old Snow Interface,18,9800.0,3600.0,"40.604472000000, -111.674953000000",3,North,29
Logan,2014,Natural,Unknown,14,9400.0,1800.0,"41.707714000000, -111.717696000000",3,East,28
Logan,2014,Natural,Unknown,14,9100.0,4800.0,"41.716172000000, -111.722052000000",3,Northeast,28
Salt Lake,2014,Unknown,New Snow,8,10200.0,1800.0,"40.605495000000, -111.643925000000",3,Northeast,29
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12,9400.0,1200.0,"40.594667000000, -111.646575000000",4,East,1
Salt Lake,2014,Skier,New Snow,6,9500.0,4800.0,"40.671926000000, -111.627231000000",4,Northeast,1
Salt Lake,2014,Skier,New Snow/Old Snow Interface,8,9500.0,2100.0,"40.630039000000, -111.666391000000",4,North,1
Salt Lake,2014,Skier,Density Change,12,10300.0,3000.0,"40.587103000000, -111.599808000000",4,Northeast,1
Salt Lake,2014,Skier,Density Change,12,9800.0,2400.0,"40.587656000000, -111.613090000000",4,West,1
Uintas,2014,Skier,New Snow/Old Snow Interface,24,10200.0,2400.0,"40.678615000000, -111.146064000000",4,Northwest,2
Salt Lake,2014,Skier,New Snow/Old Snow Interface,18,10300.0,4800.0,"40.607176000000, -111.643238000000",4,Northeast,2
Ogden,2014,Snowboarder,Unknown,9,8100.0,4800.0,"41.213923000000, -111.878586000000",4,Southeast,2
Logan,2014,Natural,New Snow/Old Snow Interface,6,7000.0,6000.0,"41.688346000000, -111.747200000000",4,Northwest,6
Salt Lake,2014,Skier,New Snow,8,10100.0,1200.0,"40.595240000000, -111.651843000000",4,East,7
Logan,2014,Snowboarder,New Snow/Old Snow Interface,4,9200.0,7200.0,"41.676580000000, -111.716580000000",4,Northeast,7
Salt Lake,2014,Unknown,New Snow/Old Snow Interface,10,11000.0,1200.0,"40.532328000000, -111.705208000000",4,South,7
Logan,2014,Natural,New Snow/Old Snow Interface,12,8400.0,10800.0,"41.731489000000, -111.689136000000",4,Northwest,10
Provo,2014,Natural,Wet grains,36,10600.0,9600.0,"40.304379000000, -111.586010000000",4,Southeast,11
Salt Lake,2014,Natural,Ground Interface,36,9600.0,36000.0,"40.605021000000, -111.728446000000",4,Northwest,11
Provo,2014,Natural,Unknown,12,8900.0,4800.0,"40.327304000000, -111.581204000000",4,Northeast,11
